source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,898990321387925504,Great job by all law enforcement officers and Boston Mayor @Marty_Walsh.,Sat Aug 19 19:29:29 +0000 2017,15167,25073877,83507,False
Twitter for iPhone,898988632551370753,Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.,Sat Aug 19 19:22:47 +0000 2017,25591,,124513,False
Twitter for iPhone,898964640817983488,Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,Sat Aug 19 17:47:26 +0000 2017,28313,,106751,False
Twitter for iPhone,898874064722427904,"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",Sat Aug 19 11:47:31 +0000 2017,16128,,85976,False
Twitter for iPhone,898870621584596993,I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,Sat Aug 19 11:33:51 +0000 2017,25380,,119211,False
Twitter for iPhone,898771262453026816,"My thoughts and prayers are with the @KissimmeePolice and their loved ones. We are with you!
#LESM",Sat Aug 19 04:59:01 +0000 2017,21668,,95033,False
Twitter for iPhone,898718902200418306,"Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont➡️https://t.co/c3zIkdtowc https://t.co/re6n0MS0cj",Sat Aug 19 01:30:58 +0000 2017,14892,,63149,False
Media Studio,898685249726578688,"Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA🇺🇸 https://t.co/Hjmcnnse9j",Fri Aug 18 23:17:14 +0000 2017,13916,,70122,False
Twitter for iPhone,898567378988015616,I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s,Fri Aug 18 15:28:52 +0000 2017,14281,,57839,False
Twitter for iPhone,898567142466928640,"RT @hughhewitt: @realDonaldTrump I spoke to a group of influential CA GOPers tonight, long time activists, bundlers, influencers. Support f…",Fri Aug 18 15:27:55 +0000 2017,12277,,0,True
Twitter for iPhone,898567122665611268,RT @hughhewitt: #NeverTrumpers elite MSMers and virtue signalers are persuading themselves that @realDonaldTrump supporters are deserting.…,Fri Aug 18 15:27:51 +0000 2017,10351,,0,True
Twitter for iPhone,898547379451740160,"Heading to Camp David for major meeting on National Security, the Border and the Military (which we are rapidly building to strongest ever).",Fri Aug 18 14:09:24 +0000 2017,16118,,87960,False
Twitter for iPhone,898531481185689600,Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,Fri Aug 18 13:06:13 +0000 2017,37669,,144838,False
Twitter for iPhone,898528795308642304,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,Fri Aug 18 12:55:33 +0000 2017,23407,,98841,False
Twitter for iPhone,898522732672933890,Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!,Fri Aug 18 12:31:27 +0000 2017,22669,,112560,False
Twitter for iPhone,898254409511129088,Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,Thu Aug 17 18:45:14 +0000 2017,30534,,110455,False
Twitter for iPhone,898243270169563136,"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough &amp; strong, we love you!",Thu Aug 17 18:00:58 +0000 2017,66115,,222216,False
Twitter for iPhone,898172999945392131,"...the beauty that is being taken out of our cities, towns and parks will be greatly missed and never able to be comparably replaced!",Thu Aug 17 13:21:45 +0000 2017,27230,,113707,False
Twitter for iPhone,898171544236687361,"...can't change history, but you can learn from it. Robert E Lee, Stonewall Jackson - who's next, Washington, Jefferson? So foolish! Also...",Thu Aug 17 13:15:58 +0000 2017,34360,,137167,False
Twitter for iPhone,898169407213645824,Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....,Thu Aug 17 13:07:28 +0000 2017,34483,,135039,False
Twitter for iPhone,898167282727366656,Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,Thu Aug 17 12:59:02 +0000 2017,11830,,66631,False
Twitter for iPhone,898136462385979392,"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate. He's toxic!",Thu Aug 17 10:56:33 +0000 2017,23199,,86073,False
Twitter for iPhone,898130328916824064,"The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame!",Thu Aug 17 10:32:11 +0000 2017,33033,,129351,False
Twitter for iPhone,898128290698989568,...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!,Thu Aug 17 10:24:05 +0000 2017,15262,,71481,False
Twitter for iPhone,898127175525728256,"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis &amp; white supremacists......",Thu Aug 17 10:19:39 +0000 2017,20156,,80998,False
Media Studio,898015350914138112,THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti,Thu Aug 17 02:55:18 +0000 2017,15690,,64481,False
Twitter for iPhone,897974118959783937,"Join me at 7:00 P.M. on Tuesday, August 22nd in Phoenix, Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq",Thu Aug 17 00:11:28 +0000 2017,13904,,50974,False
Twitter for iPhone,897934811909636096,"Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017, joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB",Wed Aug 16 21:35:16 +0000 2017,13790,,58663,False
Twitter for iPhone,763519861406531584,Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,Wed Aug 10 23:38:15 +0000 2016,20687,,45128,False
Twitter for Android,763519444576370688,"""@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media.""",Wed Aug 10 23:36:35 +0000 2016,5804,,20301,False
Twitter for iPhone,763516489865523200,#MakeAmericaGreatAgain! https://t.co/8rWz6p1Ged,Wed Aug 10 23:24:51 +0000 2016,8837,,22002,False
Twitter for iPhone,763481802254249984,"Thank you Abingdon, Virginia! 
#MakeAmericaGreatAgain 
https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno",Wed Aug 10 21:07:01 +0000 2016,4983,,15301,False
Twitter for iPhone,763477408909500416,"No such meeting or conversation ever happened - a made up story by ""low ratings"" @CNN.",Wed Aug 10 20:49:33 +0000 2016,7120,,20495,False
Twitter for iPhone,763474491183816704,"Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA
https://t.co/wnpVlq6oe4 https://t.co/32gdX684ew",Wed Aug 10 20:37:58 +0000 2016,7439,,21297,False
Twitter for iPhone,763433452893011969,I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D,Wed Aug 10 17:54:53 +0000 2016,5288,,17623,False
Twitter for iPhone,763430568721784833,"My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM",Wed Aug 10 17:43:26 +0000 2016,10667,,31628,False
Twitter for iPhone,763398630812311552,Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp; irrelevant!,Wed Aug 10 15:36:31 +0000 2016,6648,,21345,False
Twitter for Android,763391459110313984,.@dbongino  You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock,Wed Aug 10 15:08:01 +0000 2016,9524,,29060,False
Twitter for Android,763385288295055360,"""@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump, 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr""",Wed Aug 10 14:43:30 +0000 2016,7750,,18274,False
Twitter for iPhone,763198483927011329,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,Wed Aug 10 02:21:12 +0000 2016,14886,,37553,False
Twitter Web Client,763180978588221440,"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",Wed Aug 10 01:11:39 +0000 2016,20581,,51166,False
Twitter Web Client,763167671974232064,"Thank you Senator @ChuckGrassley! #TrumpPence16
https://t.co/YmdH3fcaeW",Wed Aug 10 00:18:46 +0000 2016,6792,,18727,False
Twitter Web Client,763167345405784064,"Thank you @SenatorFischer! #TrumpPence16
https://t.co/RMtU6aRZTQ",Wed Aug 10 00:17:28 +0000 2016,3502,,12190,False
Twitter for iPhone,897908198098706433,"Just landed in Bedminster, New Jersey. #MAGA 🎥https://t.co/6EQfmRzrnv",Wed Aug 16 19:49:31 +0000 2017,6394,,44529,False
Twitter for iPhone,897878175308546048,"RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comfor…",Wed Aug 16 17:50:13 +0000 2017,12508,,0,True
Twitter for iPhone,897869174323728385,"Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!",Wed Aug 16 17:14:27 +0000 2017,20229,,87625,False
Twitter for iPhone,897834894822342656,"Memorial service today for beautiful and incredible Heather Heyer, a truly special young woman. She will be long remembered by all!",Wed Aug 16 14:58:14 +0000 2017,17856,,96750,False
Twitter for iPhone,897833223501344769,"Wow, Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!",Wed Aug 16 14:51:36 +0000 2017,9986,,57932,False
Twitter for iPhone,897799882802704385,MAKE AMERICA GREAT AGAIN!,Wed Aug 16 12:39:07 +0000 2017,52766,,175370,False
Twitter for iPhone,897784898865553409,Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,Wed Aug 16 11:39:34 +0000 2017,27363,,119210,False
Twitter for iPhone,897783159038910466,"RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in the…",Wed Aug 16 11:32:39 +0000 2017,8335,,0,True
Twitter for iPhone,897783045666766850,RT @jessebwatters: Thanks for watching!! https://t.co/QEjLzzGjDk,Wed Aug 16 11:32:12 +0000 2017,5141,,0,True
Twitter for iPhone,897782776468000768,Congratulations John! https://t.co/vhmv7Qoutk,Wed Aug 16 11:31:08 +0000 2017,7291,,37879,False
Twitter for iPhone,897781122658177024,"RT @Harlan: Watching MSM you would have no idea @realDonaldTrump clearly, unambiguously &amp; repeatedly condemned the bigotry &amp; violence in Ch…",Wed Aug 16 11:24:34 +0000 2017,14618,,0,True
Twitter for iPhone,897780828134141952,RT @CLewandowski_: Please watch @foxandfriends today at 7:30 AM to watch me discuss @realDonaldTrump.,Wed Aug 16 11:23:24 +0000 2017,1109,,0,True
Twitter for iPhone,897764432369070080,Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,Wed Aug 16 10:18:14 +0000 2017,8973,,52183,False
Twitter for iPhone,897763049226084352,"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",Wed Aug 16 10:12:45 +0000 2017,18254,,70636,False
Twitter for iPhone,897478270442143744,"For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!",Tue Aug 15 15:21:08 +0000 2017,25350,,111590,False
Twitter for iPhone,897429670278385664,"Big day in Alabama. Vote for Luther Strange, he will be great!",Tue Aug 15 12:08:01 +0000 2017,11425,,61099,False
Twitter for iPhone,897413442696597505,"RT @MikeHolden42: @foxandfriends @realDonaldTrump He's a fascist, so not unusual.",Tue Aug 15 11:03:32 +0000 2017,373,,0,True
Twitter for iPhone,897413405002387456,RT @SLandinSoCal: @foxandfriends @realDonaldTrump Nothing can stop the #TrumpTrain‼️ https://t.co/PprEMbiZQa,Tue Aug 15 11:03:23 +0000 2017,769,,0,True
Twitter for iPhone,897411536460886016,RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl,Tue Aug 15 10:55:58 +0000 2017,8994,,0,True
Twitter Web Client,763119571309998083,"Thank you Wilmington, North Carolina!
#MakeAmericaGreatAgain https://t.co/ZnnaSPF5or",Tue Aug 09 21:07:38 +0000 2016,7795,,25609,False
Twitter Web Client,763115058058629120,RT @NRA: But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary,Tue Aug 09 20:49:42 +0000 2016,7380,,0,True
Twitter Web Client,763115041675706368,"RT @NRA: .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary",Tue Aug 09 20:49:38 +0000 2016,7651,,0,True
Twitter for iPhone,763106393922600960,"RT @Carl_C_Icahn: 2/2  How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium…",Tue Aug 09 20:15:16 +0000 2016,4271,,0,True
Twitter for iPhone,763106383092977664,RT @Carl_C_Icahn: 1/2   Believe Trump gave a great speech.,Tue Aug 09 20:15:14 +0000 2016,3405,,0,True
Twitter Ads,763031923279081472,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/RBLII8rIfo,Tue Aug 09 15:19:21 +0000 2016,66,,292,False
Twitter Ads,763031776654598144,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/fwU0jMcB1m,Tue Aug 09 15:18:46 +0000 2016,78,,304,False
Twitter Ads,763031657712455680,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/szAygwbchK,Tue Aug 09 15:18:18 +0000 2016,119,,327,False
Twitter Ads,763029388736598016,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/J3NzuVpruI,Tue Aug 09 15:09:17 +0000 2016,89,,239,False
Twitter Ads,763029213406388224,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC.  https://t.co/4ccXAY5ZNo,Tue Aug 09 15:08:35 +0000 2016,143,,494,False
Twitter Ads,763029002910969857,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/dDA0CZWdYF,Tue Aug 09 15:07:45 +0000 2016,91,,321,False
Twitter for Android,762982360853905408,"""@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary""",Tue Aug 09 12:02:25 +0000 2016,5482,,17718,False
Twitter for Android,762982142783676416,"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""",Tue Aug 09 12:01:33 +0000 2016,3832,,13778,False
Twitter for Android,762981606755856384,"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",Tue Aug 09 11:59:25 +0000 2016,16334,,46233,False
Twitter for Android,762974889275953152,Will be interviewed on @foxandfriends now!,Tue Aug 09 11:32:43 +0000 2016,2181,,11380,False
Twitter for Android,762842126900015105,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,Tue Aug 09 02:45:10 +0000 2016,5677,,25445,False
Twitter for iPhone,762815755423518720,"RT @FieldofFight: We Can Do Better, We Must Do Better, We Will Do Better 
By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn http…",Tue Aug 09 01:00:23 +0000 2016,4082,,0,True
Twitter for iPhone,897411177583702016,"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",Tue Aug 15 10:54:32 +0000 2017,7462,25073877,17572,False
Twitter for iPhone,897405235924275200,"Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.",Tue Aug 15 10:30:55 +0000 2017,7983,,47827,False
Twitter for iPhone,897294623000985601,"RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend, 9 deaths. No national media outrage. Why is that? https://t.co/9Crutnnrp8",Tue Aug 15 03:11:23 +0000 2017,27432,,0,True
Twitter for iPhone,897293484884979712,"Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!",Tue Aug 15 03:06:52 +0000 2017,20632,,122211,False
Twitter for iPhone,897286242886463489,"RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G",Tue Aug 15 02:38:05 +0000 2017,9439,,0,True
Twitter for iPhone,897224082625880064,"RT @FiIibuster: @realDonaldTrump We have a President that is putting the security and prosperity of America first. Thank you, President Tru…",Mon Aug 14 22:31:05 +0000 2017,15547,,0,True
Twitter for iPhone,897223558073602049,Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,Mon Aug 14 22:29:00 +0000 2017,34084,,129183,False
Twitter for iPhone,897221868784168960,Leaving for New York City and meetings on military purchases and trade.,Mon Aug 14 22:22:17 +0000 2017,9402,,63273,False
Twitter for iPhone,897220584211439616,"Big day in Washington, D.C., even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers!",Mon Aug 14 22:17:11 +0000 2017,12759,,70590,False
Twitter for iPhone,897218560937922564,.@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES!,Mon Aug 14 22:09:09 +0000 2017,14503,,65851,False
Twitter for iPhone,897079051277537280,"Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!",Mon Aug 14 12:54:47 +0000 2017,22644,,94838,False
Twitter for iPhone,897048688639574016,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,Mon Aug 14 10:54:08 +0000 2017,20505,,97660,False
Twitter for iPhone,897044700124909569,"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall, the military, tax cuts &amp; law enforcement.",Mon Aug 14 10:38:17 +0000 2017,11474,,60284,False
Twitter for iPhone,897041646659014657,Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,Mon Aug 14 10:26:09 +0000 2017,12362,,69555,False
Twitter for iPhone,896854760099336192,RT @axios: The DOJ is opening a civil rights investigation on the car attack in Charlottesville https://t.co/bkqmQENipV,Sun Aug 13 22:03:32 +0000 2017,7224,,0,True
Twitter for iPhone,896854197114732544,RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea https://t.co/0w1L01EL0q https://t.co/9Q3FYUmNy1,Sun Aug 13 22:01:17 +0000 2017,10008,,0,True
Twitter for iPhone,762790167732035585,"'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe",Mon Aug 08 23:18:42 +0000 2016,7822,,17269,False
Twitter for iPhone,762781826549030912,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,Mon Aug 08 22:45:33 +0000 2016,13139,,33251,False
Twitter for iPhone,762781418778791936,Thank you Newt!  https://t.co/Acg0hMvrpr,Mon Aug 08 22:43:56 +0000 2016,8868,,24946,False
Twitter for iPhone,762777166476025856,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,Mon Aug 08 22:27:02 +0000 2016,6058,,16355,False
Twitter for iPhone,762776440681095169,"Thank you Senator David Perdue!
https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb",Mon Aug 08 22:24:09 +0000 2016,6096,,15388,False
Twitter for iPhone,762775525756514304,"Thank you @RepLouBarletta!
https://t.co/bre8u93vac https://t.co/eKtSXUw51R",Mon Aug 08 22:20:31 +0000 2016,4628,,13438,False
Twitter for iPhone,762774321580367872,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK,Mon Aug 08 22:15:44 +0000 2016,4490,,13176,False
Twitter for iPhone,762773468479889409,Thank you!  https://t.co/4p0hzpkVWF,Mon Aug 08 22:12:21 +0000 2016,3597,,11932,False
Twitter for iPhone,762771974657495041,Thank you Alex!  https://t.co/c2uIa7mndP,Mon Aug 08 22:06:25 +0000 2016,4228,,13040,False
Twitter for iPhone,762743923697672192,"RT @NFIB: .@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC",Mon Aug 08 20:14:57 +0000 2016,3304,,0,True
Twitter for Android,762669882571980801,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,Mon Aug 08 15:20:44 +0000 2016,5419,,21041,False
Twitter for iPhone,762641595439190016,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",Mon Aug 08 13:28:20 +0000 2016,4073,,12947,False
Twitter for iPhone,762439658911338496,"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA",Mon Aug 08 00:05:54 +0000 2016,7996,,18992,False
Twitter for Android,762425371874557952,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",Sun Aug 07 23:09:08 +0000 2016,7653,,24140,False
Twitter for Android,762400869858115588,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",Sun Aug 07 21:31:46 +0000 2016,13588,,40453,False
Twitter for iPhone,762399410940706816,RT @DRUDGE_REPORT: CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,Sun Aug 07 21:25:58 +0000 2016,8229,,0,True
Twitter for Android,762284533341417472,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,Sun Aug 07 13:49:29 +0000 2016,10715,,33096,False
Twitter for iPhone,762110918721310721,"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s",Sun Aug 07 02:19:37 +0000 2016,6119,,20261,False
Twitter for iPhone,762106904436961280,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",Sun Aug 07 02:03:39 +0000 2016,8639,,20795,False
Twitter for Android,762104411707568128,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",Sun Aug 07 01:53:45 +0000 2016,28086,,86560,False
Twitter for iPhone,762016426102296576,"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk",Sat Aug 06 20:04:08 +0000 2016,8283,,24705,False
Twitter for Android,761988164382756864,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",Sat Aug 06 18:11:50 +0000 2016,8768,,28818,False
Twitter Ads,761987280068194304,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more. Get YOURS today! https://t.co/wzsE7SoGUG",Sat Aug 06 18:08:19 +0000 2016,118,,389,False
Twitter Ads,761986616973942784,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more. Get YOURS today! https://t.co/pvNwKWlFy1",Sat Aug 06 18:05:41 +0000 2016,46,,153,False
Twitter for Android,761936929902452740,"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",Sat Aug 06 14:48:14 +0000 2016,13487,,36137,False
Twitter for Android,761931010548305920,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",Sat Aug 06 14:24:43 +0000 2016,13711,,38789,False
Twitter for Android,761892829434183684,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,Sat Aug 06 11:53:00 +0000 2016,9498,,33662,False
Twitter for iPhone,761773576101953536,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",Sat Aug 06 03:59:08 +0000 2016,10444,,34792,False
Twitter for iPhone,761757988516401153,"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk",Sat Aug 06 02:57:11 +0000 2016,8333,,19899,False
Twitter for iPhone,761754898602061824,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",Sat Aug 06 02:44:55 +0000 2016,5577,,19740,False
Twitter Web Client,761711856457125888,"DON'T LET HILLARY CLINTON DO IT AGAIN!
#TrumpPence16
https://t.co/1mGkPNZPKF",Fri Aug 05 23:53:53 +0000 2016,18054,,32543,False
Twitter for iPhone,761693803120041986,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",Fri Aug 05 22:42:08 +0000 2016,5826,,19743,False
Twitter Ads,761672135072813057,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst.  https://t.co/Q96e1Npa5d,Fri Aug 05 21:16:02 +0000 2016,11011,,24617,False
Twitter Ads,761671755446362114,I'm with YOU! I will work hard and never let you down. Make America Great Again! https://t.co/XT3U5mY0oc,Fri Aug 05 21:14:32 +0000 2016,11551,,35255,False
Twitter Ads,761671118155460609,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/r1ySXDJ1Wq",Fri Aug 05 21:12:00 +0000 2016,12668,,33820,False
Twitter for iPhone,761653875413618689,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,Fri Aug 05 20:03:29 +0000 2016,14697,,29013,False
Twitter for iPhone,761645207909568512,RT @DRUDGE_REPORT: FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ,Fri Aug 05 19:29:02 +0000 2016,8833,,0,True
Twitter for iPhone,761645187986620416,RT @DRUDGE_REPORT: 'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc,Fri Aug 05 19:28:58 +0000 2016,5003,,0,True
Twitter Ads,761632035886641152,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/pteWtMjXVO",Fri Aug 05 18:36:42 +0000 2016,3770,,10199,False
Twitter Ads,761631745850511360,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/IBt9JpYh7p,Fri Aug 05 18:35:33 +0000 2016,2284,,5668,False
Twitter Ads,761631542162497536,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/DGMxQYUm7s,Fri Aug 05 18:34:44 +0000 2016,3632,,10299,False
Twitter Ads,761631347488149505,We need your support to get to the White House and defeat #CrookedHillary. Let's Make America Great Again! https://t.co/bwxirLtPXY,Fri Aug 05 18:33:58 +0000 2016,2283,,7880,False
Twitter Ads,761627927750414336,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/4GWAHgf8us",Fri Aug 05 18:20:22 +0000 2016,8562,,20179,False
Twitter Ads,761627674255122432,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/XcqwGHAUue,Fri Aug 05 18:19:22 +0000 2016,5118,,10790,False
Twitter Ads,761627366447718401,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/NTDm6xfREg,Fri Aug 05 18:18:09 +0000 2016,5544,,13279,False
Twitter Ads,761627058405412864,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/FgPFo1NWiC,Fri Aug 05 18:16:55 +0000 2016,5794,,13502,False
Twitter for iPhone,896854071117787136,RT @DailyCaller: Guam Governor To Trump: I’ve Never Felt Safer Than ‘With You At The Helm’ https://t.co/ESwleDjwuB https://t.co/2UwKmzJtPY,Sun Aug 13 22:00:47 +0000 2017,11914,,0,True
