date,link,text,compensation,type,address
2019-07-22 17:45,https://newyork.craigslist.org/mnh/egr/d/senior-electrical-engineer/6939971090.html,Senior Electrical Engineer,Compensation based on experience.,full-time,"
        ,
,
Nelligan White Architects is seeking to hire staff engineers.  Successful candidates must have a minimum of 5 years U.S. consulting experience with an interest in challenging public-sector work. You’ll design lighting, power, fire alarm, and low voltage systems, perform site survey and attend job meetings, meet with clients, and manage projects. Projects range from $1M to well over $100M.,
,
Ideal applicants will demonstrate the following attributes:,
,
- Bachelor of Science Electrical Engineering (BSEE) degree from an ABET accredited university,
- Must be licensed in New York State,
- LEED accreditation a plus,
- Familiarity with NYS and NYC codes,
- Highly motivated,
- The ability to work independently and as part of a team,
- Exemplary verbal and written communication,
- Previous work experience with all phases of design and construction administration,
- Proficiency in AutoCAD required, Revit a plus,
- Conceptual thinking with strong technical skills (design and drawing),
- The ability to work efficiently in a fast-paced environment,
,
Located in the heart of the Flatiron District, Nelligan White Architects is a 25-person firm with diverse clients and committed coworkers. Our talented staff is dedicated to producing high-caliber work in both the public and private sectors.,
,
Nelligan White offers a competitive salary and excellent benefits package. Interested candidates must email a cover letter, resume, and work samples as one PDF. Please reference CE-06 at top of your cover letter. No phone calls please.,
    "
2019-07-23 11:59,https://newyork.craigslist.org/brk/egr/d/brooklyn-senior-interior-designer/6940436570.html,Senior Interior Designer/Project Manager - Home Studios,COMPETITIVE SALARY/MEDICAL/DENTAL/VISION,full-time,"
        ,
Home Studios (homestudios.nyc) is currently hiring a Senior Interior Designer/Project Manager to work with our design team. Home Studios is an interior design studio focusing primarily on hospitality projects. As a studio, we are inspired by detail, materials, history, and building processes. We are a young firm that is quickly growing so opportunities are vast for the right applicant. Applicants must be passionate and collaboratively-inclined.,
,
SCOPE OF WORK:,
,
-MANAGE LARGE SCALE PROJECTS ,
-PROJECT POINT OF CONTACT FOR SELECT PROJECTS,
-CREATE DESIGN WITH DESIGN DIRECTOR,
-OVERSEE DESIGN TEAM, SET AND MAINTAIN WEEKLY PROJECT GOALS WITH DESIGNERS,
-INITIAL APPROVAL ON ALL DELIVERABLES FOR SELECT PROJECTS,
-SET AND MAINTAIN WEEKLY PROJECT GOALS WITH DESIGN DIRECTOR,
-COORDINATION WITH ARCHITECT AND CONTRACTOR,
-CREATE SCHEMATIC PLANS, MODEL, ID SET AND CUSTOM DRAWINGS,
-DESIGN ITERATION FOR APPROVAL OF DESIGN DIRECTOR,
-BUILD SCHEDULE WITH PROJECT MANAGER,
-DIGITAL MATERIAL INPUT FOR RENDERINGS,
-DESIGN PROCESSES, PROCEDURES, AND DELIVERABLES,
-CONSTRUCTION ADMINISTRATION,
,
,
Requirements: ,
4-6 years of relevant experience ,
Highly motivated and passionate about design and/or architecture ,
ARCHITECTURE OR INTERIOR ARCHITECTURE BACKGROUND PREFERRED ,
Extremely organized and detail oriented ,
Problem solver ,
Team player and enjoy working collaboratively ,
Have construction knowledge or enthusiasm for learning about construction and building methods,
,
Software requirements (highly proficient): AutoCad, Sketchup, Adobe Creative Suite, Google Docs (Sheets),
,
Please send the following to careers@homestudios.nyc:,
Short paragraph on your background, interests, and goals,
Resume - attachments only,
Portfolio - attachments only,
Instagram/blog,
3 Professional references,
Who is your favorite designer and why?,
,
NOTE: International candidates must hold a valid US working permit.,
    "
2019-07-23 14:27,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-designer/6940585882.html,Architect/Designer,Compensation commensurate with experience,full-time,"
        ,
We are an established and awarded small architectural firm located in Manhattan. Our projects cover public buildings and educational facilities. We are looking to hire talented individuals who have the potential and ambition for growth towards positions in office leadership.,
Our office organization enables staff members a hands-on experience. Working on multiple projects and different phases of work, including design, construction documents and job administration. Our transparent office environment provides exposure to all aspects of the practice.,
Qualifications:,
•	Be a US citizen or be permitted to work in the USA,
•	Professional degree in Architecture,
•	Skill in Autocad and presentation software. Revit capability a plus.,
•	USA experience in design, detailing and construction administration.,
•	Verbal and writing abilities.,
Work description:,
•	Participate in the design and production of multiple projects at all design and project administration phases.,
•	Attend site meetings and prepare minutes. Observe and document progress and quality of construction work.,
•	Communicate with in-house staff, consultants and clients.,
•	Demonstrate skill in the use of drafting and presentation software.,
,
We offer competitive salaries, health coverage and profit sharing.,
Interested candidates should email a cover letter, resume, work samples and requested compensation in PDF format.,
    "
2019-07-23 09:27,https://newyork.craigslist.org/wch/egr/d/architecture-internship/6940304841.html,Architecture Internship,Salary will be directly related to ability and performance.,full-time,"
        ,
We are a Small Architectural Firm located in Elmsford, NY seeking a motivated and responsible individual who is working towards or  possesses a bachelor and/or master degree in Architecture with prior office experience. Our firms primary work is in multi-family residential and commercial spaces. ,
,
,
Skills and Qualifications:,
,
• Detail oriented,
• Organized,
• Strong communications skills,
• Able to work independently and meet deadlines,
• Able to take Direction from the Team and work collaboratively,
,
Software Requirements:,
,
•Required: Proficiency with AutoCAD and MS Office: Word, ,
•Not Required but Preferred: Proficiency with MS Office: Excel, Adobe: Photoshop and/or Illustrator and 3D Computer Rendering ,
,
Application Requirements:,
,
The ideal candidate will be a resident of this area with a vehicle to travel independently to job sites. Interested candidates should e-mail a cover letter, work examples and resume. Resumes must include a phone number and the city/town of residence. Candidates must already be authorized to work in the US. ,
,
Contact by email only at Intern@RJStahlArchitect.com.,
,
Salary will be directly related to ability and performance.,
,
Employer Web Site: www.rjstahlarchitect.com,
,
,
    "
2019-07-23 08:28,https://newyork.craigslist.org/que/egr/d/brooklyn-drafter/6940271983.html,Drafter,TBD,full-time,"
        ,
Construction company specializing in exterior restoration will hire a draftsman assistant. Basic knowledge of Autocad necessary.    "
2019-07-22 17:49,https://newyork.craigslist.org/mnh/egr/d/senior-mechanical-engineer/6939974720.html,Senior Mechanical Engineer,Compensation based on experience.,full-time,"
        ,
Nelligan White Architects is seeking to hire staff engineers.  Successful candidates must have a minimum of 5 years U.S. consulting experience with an interest in challenging public-sector work. You’ll design HVAC, plumbing and fire protection systems, perform site survey and attend job meetings, meet with clients, and manage projects. Projects range from $1M to well over $100M.,
,
Ideal applicants will demonstrate the following attributes:,
,
- Must be licensed in New York State,
- LEED accreditation a plus,
- Familiarity with NYS and NYC codes,
- Highly motivated,
- The ability to work independently and as part of a team,
- Exemplary verbal and written communication,
- Previous work experience with all phases of design and construction administration,
- Proficiency in AutoCAD required, Revit a plus,
- Conceptual thinking with strong technical skills (design and drawing),
- The ability to work efficiently in a fast-paced environment,
,
Located in the heart of the Flatiron District, Nelligan White Architects is a 25-person firm with diverse clients and committed coworkers. Our talented staff is dedicated to producing high-caliber work in both the public and private sectors.,
,
Nelligan White offers a competitive salary and excellent benefits package. Interested candidates must email a cover letter, resume, and work samples as one PDF. Please reference CM-06 at top of your cover letter. No phone calls please.,
    "
2019-07-23 14:12,https://newyork.craigslist.org/brk/egr/d/brooklyn-estimator/6940570553.html,Estimator,45-50K,full-time,"
        ,
Seeking Mechanical-Electrical Estimator ,
,
Will take 1-2 years of prior experience or will train a recent college graduate with a mechanical or electrical engineering degree. ,
•  Conduct comprehensive project estimations at all levels, Conceptual Design, Schematic Design, Design Development and Construction Documents through a hands-on approach and proper management of resources and analyze requirements, timelines, and budgets to provide accurate estimations, reviewing all codes and specifications in detail. Interact with Project Managers and Project Engineer, organize jobs, and establish relationships with product manufacturers/vendors. Develop bid packages for trade contractors, assemble and analyze bids. Analyze plans, specifications, proposals, and other documents.,
    "
2019-07-23 15:11,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-job-captain/6940629420.html,Architectural Job Captain,Competitive Salary - DOE,full-time,"
        ,
SBLM New York office looks for a highly motivated Job Captain who is a team player with excellent CAD/Graphic and communication skills. Ideal candidate will be a well-organized, detail-oriented individual who is accustomed to working on and leading the production of multiple projects. ,
,
Responsibilities include, but not limited to: ,
Coordinate and develop construction documents,
Take on technically challenging issues with Project Manager,
Perform code and zoning analyses,
Review and redline drawings,
Oversee drafters, as required by the project,
Produce deliverables without requiring constant supervision,
Coordinate meetings with consultants,
Organize and lead site visits and surveys,
Conduct material research and meet with vendor as necessary, to understand,
materials and products,
Take initiative to complete work,
,
Requirements:,
Bachelor’s Degree in Architecture,
3+ years experience in an Architect’s office and working on Commercial / Retail projects,
Proficient in AutoCAD, and other applicable industry software,
General understanding of codes and zoning,
General knowledge of building details and construction process,
Knowledge of Revit and SketchUp are desirable ,
Positive attitude and driven to succeed,
,
Compensation and Benefits:,
 	We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. ,
 	Our benefits include Medical/Dental/Vision, 401K Retirement Plan, Personal Time Off, Paid Holidays, Flexible Spending Plan, and much more,
 	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning,
,
Interested candidates should forward their cover letter and resume,
Please include Job Captain in the subject. No phone calls, please. ,
,
    "
2019-07-24 07:57,https://newyork.craigslist.org/que/egr/d/long-island-city-engineer-architect/6941051689.html,engineer/architect/autocad,"compensation: above industry average, based on experience",full-time,"
        ,
,
Two positions available as we expand: ENGINEER and/or ARCHITECT(auto cad) wanted as we grow our engineering and architectural services firm. ,
,
Entry level or experienced will be considered.,
,
We are a 14 employee mid-sized Professional Corp., located in LONG ISLAND CITY, Queens, we provide owner and contractor support for a wide range of DOB requirements, primarily many contractor required safety and structural engineering products, as well as full architectural renovations and permanent structural designs. We specialize in the design of temporary structural stability components and sequences, Support of excavation designs, Site Safety Plans, and related contractor equipment designs, we save our clients lots of money bringing buildable and cost effective designs to approval. ,
,
We are in need of both of the following:,
,
STAFF STRUCTURAL ENGINEER: experienced/proficient with autocad, 1-2 years minimum experience. Passion for buildable cost effective, code compliant solutions is required, with the ability to communicate and defend designs in formal calculations and theory for building and temporary component analysis. ,
Duties are predominantly autocad production, but will also be asked to attend field inspections, job site meetings and DOB plan exams. Salary range 55k -60k and up, depending on experience. ,
,
STAFF ARCHITECT: experienced/proficient with autocad, 1-2 years minimum experience. Passion for efficient designs, strong interest in many components of building codes, regulations and procedures. Duties are predominantly autocad production, but may be asked to attend job site meetings and DOB plan exams. Chief products are renovation applications, and a large quantity of Site Safety Plans, Egress Analysis, ATRU plans for contractors. Salary range 55k-60k and up, depending on experience. ,
,
WE ARE ALSO CONSIDERING APPLICANTS WITH MORE EXPERIENCE, AND WILL COMPENSATE ACCORDINGLY. we are also open to entry level, provided autocad experience. We are equal opportunity employer.,
,
BENEFITS:,
As well as above industry standard salaries, we offer employer contribution in health/dental care, 401k matching saving plan, weekly employer sponsored team building lunch, in-house continuing ed (as part of our DOB/IAS accreditation), and basically an all around good rewarding time producing highly respected products!,
,
For consideration:,
IN COVER LETTER, PLEASE STATE ANYTHING YOU WOULD LIKE US TO KNOW ABOUT WHY YOU ARE A GOOD CHOICE, PLEASE INCLUDE YOUR SALARY RANGE REQUIREMENTS. ,
Please include resume in body of email or as pdf, not word doc or google drive.,
,
IMPORTANT: please list either: structural engg applicant, or architect applicant, in the subject of the email. ,
,
Did you follow that last request? Thanks, good luck in your job search.    "
2019-07-23 16:39,https://newyork.craigslist.org/que/egr/d/flushing-drafter-estimator-experienced/6940709723.html,Drafter/Estimator Experienced in steel fabrication,15-15,full-time,"
        ,
We are seeking an in house person experienced in miscellaneous steel fabrication to detail our incoming jobs and do takeoffs for bidding on projects as well.Must be experienced. Please reply in detail for interview,thanks.    "
2019-07-23 23:43,https://newyork.craigslist.org/mnh/egr/d/kitchen-designer/6940963147.html,Kitchen Designer,Salary + Commission,full-time,"
        ,
Design & Build Showroom featuring Rutt Cabinetry, Biefbi Cucine and Miralis kitchen cabinetry. We are a Home Design Center featuring kitchen, bath, plumbing, tile, architectural hardware and lighting for the home. We carry all major brands of plumbing, hardware, cabinetry, tile and accessories for the home. ,
,
Ideal candidates will have:,
- At least 5 years of kitchen and bath industry sales/management experience,
- has experience in customer account relations, especially in the kitchen industry operational setting ,
- has experience and/or knowledge of kitchen & bath design and installation,
- thrives in a friendly team atmosphere,
- is self motivated,
- detail oriented,
,
We have positions available in the following areas:,
,
Project Designers/Salesperson,,
Showroom Manager ,
,
,
,
All Applicants should be well-spoken, energetic, detail-driven team players and have the ability to handle high end clientele with patience and professionalism. ,
,
Must have excellent drafting skills in Autocad and/or 20-20.,
,
,
Design or Architecture degree not necessary but is A+.,
    "
2019-07-25 07:40,https://newyork.craigslist.org/mnh/egr/d/new-york-city-assistant-project-manager/6941811841.html,Assistant Project Manager Position for Construction Company,$25 an hour cash,full-time,"
        ,
Looking for PM or APM to help complete large high end condo project. 5 years experience required. ,
Daily Tasks:,
Organizing & managing trades and work flow on site,
Creating daily reports of completed activities and open items,
Compliance work to include insurance cert collection, permit renewal with expediter, OSHA card copies ,
Work with sub contractors, engineers, owner, and architect for RFI's,
Promote positive environment and support team as needed ,
Please email resume and when you would be available to start.    "
2019-07-24 10:19,https://newyork.craigslist.org/que/egr/d/computer-and-phone-technician-needed/6941134475.html,Computer and Phone Technician Needed!,$14.00 hourly,part-time,"
        ,
We are seeking a highly skilled, motivated and experience Computer Technician to repair, install, and maintain computers and networks. Must have a strong understanding of desktop operating systems and be well-versed in computer systems and network functions. Must be able to work diligently and accurately and will possess a great problem-solving ability in order to fix issues and ensure functionality. Ability to repair phones will be extra compensation.,
,
Requirements: Strong understanding of Microsoft and Apple operating systems; Thorough knowledge of computer systems and IT components; Excellent troubleshooting skills; Good communication abilities; Good knowledge of internet security and data privacy principles; Experience with LAN/WAN networks.    "
2019-07-24 15:04,https://newyork.craigslist.org/brk/egr/d/brooklyn-office-manager-pm-assistant/6941404161.html,Office manager / PM assistant wanted,Based on experience,full-time,"
        ,
Growing construction company specializing in public works is looking to add an office manager / project assistant. Ideal candidate will have experience in construction and previous exposure to QuickBooks. Must be able to work in a fast-paced, pressure environment - especially during summer months. This is a permanent position with an immediate start.,
,
Please submit resume and salary requirements.    "
2019-07-24 15:11,https://newyork.craigslist.org/brk/egr/d/brooklyn-dot-project-manager/6941411017.html,DOT Project Manager,$15 to $20 an hour depending on abilities,full-time,"
        ,
Construction engineering firm seeks full-time permit coordinator/expediter. Ideal applicant should be proficient with Microsoft Office/G-Suite, have graduated with a SA/BA and excellent GPA, strong communication skills is a must. Your daily activities would consist of filling DOT permits, delegating between DOT and our clients as well as coordinating with internal staff, they are also expected to answer phone calls and travel to the city agencies--DOB & DOT as requested    "
2019-07-25 12:50,https://newyork.craigslist.org/mnh/egr/d/new-york-city-specifier/6942036502.html,Specifier,Commensure with Experience,full-time,"
        ,
Epstein is an established and well respected 98 year old Architecture, Engineering and Construction firm.  The firm is headquartered in Chicago, with an office in New York, and international locations in Poland and Romania.  Our New York office is located on Manhattan’s Lower East Side.  We offer all employees excellent wages and a competitive benefits package.  Epstein is proud to be 100% employee owned. Epstein focuses on our community through our emphasis on community service, green initiatives and sustainable design.,
,
Epstein is seeking an Architectural Specifier to develop and produce technical specifications for projects.   This position will be based in our New York office but will require working on projects and involvement with the teams at all Epstein locations.Candidate should have a strong level of professional technical writing skills and the ability to create and maintain company standards.  ,
,
General Responsibilities:,
- Prepares written bidding requirements, initial draft of the conditions of the contract, and architectural and engineering specifications.  ,
- Provides editorial assistance and coordination for the specifications from other disciplines and outside consultants.,
- Provides oversight for in-house personnel based on recognized judgment, professional standards, current state-of-the-art techniques, and good construction practices.,
- Assists project teams in selecting materials and building systems appropriate for projects.,
- Researches and investigates building materials, methods of construction and advises on their use and the development.,
- Establishes office specifications policies, incorporating legal acumen and feedback from current and completed projects.,
- Maintains and updates the architectural and engineering Master Specifications System.,
,
Desired Skills and Experience:,
The ideal candidate will have a minimum of 5 years commercial and industrial experience writing construction specifications; familiarity with CSI practices is a plus. An Architectural, Engineering or Construction degree is required.  Position requires candidates to be proficient in Microsoft Office programs and familiarity with Arcom MasterSpec system.   The right person has a strong work ethic, a relentless drive to fulfill commitments, and tremendous enthusiasm.  ,
,
This is a great opportunity for an individual who wants to join a strong, successful and highly respected team.  Our environment thrives on quality driven, multi-task oriented employees with excellent organizational, communication and problem solving skills.  ,
,
Epstein is an Equal Opportunity Employer. ,
To find out more information about our company, please visit our website at www.epsteinglobal.com and to apply please follow the link: ,    "
2019-07-25 16:23,https://newyork.craigslist.org/wch/egr/d/mamaroneck-assistant-project/6942232382.html,Assistant Project Construction Manager/ Jr. Engineer (Exp preferred),Based upon compatibility and experience.,full-time,"
        ,
Westchester based General Contractor of Commercial and Federal Projects seeking Project Engineer/ Assist. Project Manager.,
,
The candidate would assist to oversee multiple projects simultaneously. Projects range in type from new construction, renovations, HVAC, Roofing, Sitework, etc.,
,
Only applicants with the following will be considered:,
,
- 1-3 years experience as a Project Manager working in Commercial & Residential construction.,
- Managing multiple projects concurrently from start to finish, including pre-construction.,
- Coordinating with the Superintendent and subcontractors to develop the project schedule.,
- Reviewing drawings, plans and specifications to create scopes of work and execute contracts.,
- Gathering proposals, blueprints, specifications, and related documents.,
- Review and process subcontractor submittals for adherence to the specifications.,
- Managing of project document logs to include RFI's, Transmittals, and Submittals.,
- Managing project close out, O&M’s, warranties, punch list items, extra products and key control.,
- Must have experience using Microsoft Outlook, Excel and Word.,
- Must be a great communicator with customers, subs, suppliers and headquarters.,
- Must be punctual, dependable, pays attention to minute details, and efficient.,
- Must be a problem solver and able to take initiative.,
- Ability to meet deadlines and handle time sensitive information,
- Successful management of routine list of responsibilities,
- Strong organizational skills, detail oriented, ability to multi-task & remain effective in high paced environment.,
- Possess a friendly demeanor, be able to work & produce results while working independently, good memory skills, and computer savvy.,
- Include the words, 'contractors need liability, workers compensation and disability' in your cover letter.,
,
Interested parties must submit a cover letter and resume in pdf format.    "
2019-07-25 14:50,https://newyork.craigslist.org/brk/egr/d/brooklyn-part-time-office-assistant/6942150902.html,Part-time Office Assistant needed for Gowanus Design Firm,$15/hour,part-time,"
        ,
We’re a small 12-person graphic design firm located near Carroll St. station and we’re looking for a capable and trustworthy Office Assistant to help out a few hours every afternoon. ,
,
This role will involve light house-keeping and organizational work, as well as ordering office supplies and materials, and generally assisting the Studio Manager with various tasks in the studio. The ideal candidate will be punctual, dependable, organized and have an interest in the arts. ,
,
This is a part-time position, 2-3 hours every afternoon (flexible on exact times), 5 days a week. This is a perfect job for a high school student who lives in the neighborhood, and is looking to earn some extra money while picking up work experience. Pay rate is $15/hour. ,
,
Please apply with your resume and details of your availability to the contact here, with the words 'Office Assistant' in the subject line. Only relevant applicants will be contacted. ,
,
,
,
    "
2019-07-25 17:00,https://newyork.craigslist.org/mnh/egr/d/project-engineer/6942262781.html,Project Engineer,Based on experience,full-time,"
        ,
Job Duties: ,
,
•	Design of electrical and control systems for Building’s mechanical equipment’s and applying knowledge of electronics, computer, telecommunications, system controls, product engineering and mechanical systems.,
•	Communicate with the project manager regularly with respect to important technical job issues ,
•	Work with Application engineer and Field commissioning engineer and make sure all control systems programming is done and tested out as per approved sequence of operation,
,
Required Knowledge/Skills, Education, and Experience:,
,
•	Bachelor’s Degree in Electrical, Electronics, Instrumentation or Mechatronics. (MUST),
•	Strong knowledge of control fundamentals and operations.,
    "
2019-07-25 17:11,https://newyork.craigslist.org/que/egr/d/project-architects/6942271861.html,Project Architect(s),Commensurate with Experience,full-time,"
        ,
Mssa, a Small Successful 9-Person Architectural studio based in Queens is seeking Project Architect(s). Our projects include single-family residential, multifamily, and mixed-use hospitality projects. The studio offers an opportunity to be involved in all phases of the urban built environment from Design Development, Construction Documents, Consultant Coordination and City Approvals to Project Close up. The candidate shall be willing to work on a whole range of projects from small extensions to multifamily and hospitality.,
,
Requirements,
• BS or 5-year Professional degree in Architecture,
• Minimum 3 years US experience in an architecture office,
• Proven ability to produce Construction Documents,
• Working knowledge of NYC code and zoning regulations,
• Familiarity with DOB procedures a plus,
• Site visits and requisition review,
• Check submittals and respond to requests for information,
• Fluent with Autocad Architecture 2017/18,
• Revit 2017 Experience a plus,
• Strong work ethic ,
• Fluent English ,
,
Please submit your resume including work samples with a particular emphasis on construction documents.,
    "
2019-07-26 10:14,https://newyork.craigslist.org/mnh/egr/d/new-york-city-showroom-associate/6942654230.html,Showroom Associate,commensurate with experience,full-time,"
        ,
High-End furniture and fabric showroom located in The D&D Building, selling to designers and architects is looking for:,
,
A highly motivated, energetic, friendly individual to assist with general showroom responsibilities, assisting in sales, CAD, 3D computer renderings and customer service.,
,
Requirements:,
,
. Professional: appearance / presentation / communication skills,
* Knowledge of AutoCAD - is a must,
. Sketchup or Autodesk 3ds Max (or similar 3D modeling programs) + Photoshop - are a plus,
. A passion for design and sales,
. A genuine desire to grow and learn,
. Committed to increasing your product knowledge,
. A team player,
. Interior design industry background : a plus,
,
Key Responsibilities:,
,
. Meet and greet clients / trade professionals,
. Assisting in sales of high-end products,
. Computer rendering,
. Answer the phone and respond to inquiries with knowledge and accuracy,
. Maintain the appearance of the showroom throughout the day,
. Typing quotes and orders,
,
* Include salary requirements with resume *,
,
This position is:,
,
Inside, Monday thru Friday, 9 am to 5 pm and offers benefits including vacation pay, health insurance, and future pension benefits.    "
2019-07-26 12:34,https://newyork.craigslist.org/mnh/egr/d/new-york-city-calling-superintendents/6942786231.html,Calling Superintendents and Project Managers for Large-Scale Projects!,Competitive,full-time,"
        ,
We specialize in recruitment for Construction & Real Estate Development working with a variety of top Owner-Developers, General Contractors, and Construction Management firms here in New York City. Our client, a leading Construction Manager currently has a variety of commercial and residential projects they are bringing out of the ground so they are looking for experienced leadership to drive these projects forward. ,
,
We are looking for superintendents and project managers with experience on large-scale projects such as multi-family residences and commercial office spaces. This client has already lined up a series of projects over the next few years and have begun to expand outside the NYC area, so there is great potential for growth. My client is offering an above average base salary in addition to bonus potential and full benefits. ,
,
If this sounds interesting, please share your resume and reach out to Luis Freites.,
,
    "
2019-07-25 17:02,https://newyork.craigslist.org/mnh/egr/d/building-automation-system-bas/6942264583.html,Building Automation System (BAS) Application Engineer,Based on experience,full-time,"
        ,
Job Duties: ,
,
Project Planning & Execution:,
•	Design of electrical and control systems for Building’s mechanical equipments and applying knowledge of electronics, computer, telecommunications, system controls, product engineering and mechanical systems.,
•	Following established written standards and procedures for building automation system software development, communication and documentation. Understanding Control system programming, communication Protocol Integration and setup for Building Automation Systems (Function Block/Visual Logic, HTML5, BACnet / Modbus/ TCPIP Networking). Control Strategies programming using BMS programming (ladder Diagram, functional block Diagram, Sequential Flow Chart, Continuous Function control etc.  ,
•	BMS Hardware/Computer Software Installation, Configuration and setup. Providing training, as requested, either on customer site or at our training center.,
,
Required Knowledge/Skills, Education, and Experience,
,
•	Bachelor’s Degree in electrical, Electronics, Instrumentation or Mechatronics. (MUST),
•	2-3 years of professional level employment experience,
    "
2019-07-26 14:57,https://newyork.craigslist.org/mnh/egr/d/jr-architect/6942924812.html,Jr Architect,Competitive,full-time,"
        ,
Tribeca Architecture Firm working on commercial and residential projects is seeking an experienced Junior Architect and Draftsman having at least 2-year full-time equivalent experience, proficiency in AutoCAD and Revit A+ to join our team. In this fast-paced role, you will work with Project Architects to complete all building types of construction drawings using Revit. Excellent benefits are available.,
,
Qualifications:,
,
Architectural Bachelor's Degree (2+ years),
Minimum of 1 full year or equivalent experience completing Construction Documents,
Revit proficiency mandatory,
Experience in Surveying and capable of taking a project from Design Development to CD phase,
Fair understanding of Architectural and MEP Coordination,
Firm Knowledge of building elements,
,
Provide portfolio projects that best exemplify the above qualifications,
    "
2019-07-26 15:33,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-project-manager/6942958458.html,Architect - Project Manager,TBD,full-time,"
        ,
Growing Architectural and design firm seeking experienced drafter/Architect.,
Applicant should be able to create clear set of plans and have a good understanding of construction docs, zoning, code rules, DOB and related agency requirements. The ideal candidate will have 3+ years experience.,
,
Qualifications:,
,
Must have a strong knowledge in Revit and Auto CAD.,
Strong communication and organization skills.,
Strong 3D skills.,
A professional degree in architecture.,
Being familiar with NYC Zoning and Code rules.,
Expediting a plus.,
R.A. a plus.,
,
Please reply with the following:,
,
Please Attach Cover letter and resume in PDF format.,
Work samples/portfolio in PDF format.,
Compensation requirements.    "
2019-07-26 15:51,https://newyork.craigslist.org/que/egr/d/ridgewood-office-field-technician/6942974998.html,Office/Field Technician,Salary consummate with experience,full-time,"
        ,
Long established Land Surveying firm located in New York City seeks motivated person for office/field technician  openings. Experience with Total Stations, Data Collection preferable Cadd experience a plus.,
New York State driver's license a plus. Good benefits for full time position. Send resume' to posted email address or fax to ,
718-366-4835.    "
2019-07-26 16:21,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6943000630.html,Facade / Building Envelope Structural Engineer,Commensurate with experience,full-time,"
        ,
, ,
, , New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled structural engineer with 3 to 7 years of building envelope restoration experience to join us in executing a growing slate of challenging projects., 

We work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region. ,

You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques. ,

Typically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. ,

We offer an array of benefits and growth opportunities: :,
,

Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away. ,

If you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. ,

With thanks for your interest, please note that only those candidates under consideration will be contacted. ,

For additional information on our firm’s services, approach, and projects, visit ,
    "
